,Labels,URL,Caption,Likes,URL,source,,
101,Glasses Facial expression Vision care Organism Rectangle Font Eyewear Happy Art Poster,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/e35/167213374_150515100307009_3368720709419903863_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=0bdvhYhxbPoAX8zxUse&edm=ALQROFkBAAAA&ccb=7-4&oh=fe89be76c978a9e23be2d9d1b1857830&oe=61673D64&_nc_sid=30a2ef&ig_cache_key=MjU0MDkzNzM1OTQwODgxMTU3MQ%3D%3D.2-ccb7-4,Look out for each other and protect one another. It takes all of us to #StopAsianHate and keep our fellow New Yorkers safe.,343,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/e35/167213374_150515100307009_3368720709419903863_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=0bdvhYhxbPoAX8zxUse&edm=ALQROFkBAAAA&ccb=7-4&oh=fe89be76c978a9e23be2d9d1b1857830&oe=61673D64&_nc_sid=30a2ef&ig_cache_key=MjU0MDkzNzM1OTQwODgxMTU3MQ%3D%3D.2-ccb7-4,nycgov,,
102,Shoe Furniture Fashion Automotive design Chair Sneakers Engineering Fashion design Flooring Event,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/e35/165675301_155264196466074_5595063391590534948_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=taGMuFR4-h8AX8qh-P_&edm=ALQROFkBAAAA&ccb=7-4&oh=0f791b7d478cb6c2b25842e59b305091&oe=61673E51&_nc_sid=30a2ef&ig_cache_key=MjUzODg0Mjk0NDkzMDU0ODM5NQ%3D%3D.2-ccb7-4,"“No matter what #COVID19 threw at us, members of DC 37 fought back. And part of why this city is coming back strong is because of their commitment.”

– @NYCMayor at today’s event at the @CitiField vaccination site.",177,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/e35/165675301_155264196466074_5595063391590534948_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=taGMuFR4-h8AX8qh-P_&edm=ALQROFkBAAAA&ccb=7-4&oh=0f791b7d478cb6c2b25842e59b305091&oe=61673E51&_nc_sid=30a2ef&ig_cache_key=MjUzODg0Mjk0NDkzMDU0ODM5NQ%3D%3D.2-ccb7-4,nycgov,,
103,Sky Building Skyscraper Water Tower World Tower block Condominium Urban design Facade,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/e35/164769049_771362237141186_1238440432857074178_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=Bsik0K92UvEAX-NKcwR&edm=ALQROFkBAAAA&ccb=7-4&oh=f67c0e358472a33d331f259e18b964f9&oe=6166DEA9&_nc_sid=30a2ef&ig_cache_key=MjUzODcwNzQwODkxNjAzNTg3MQ%3D%3D.2-ccb7-4,"No place in the world that can compare. 

Have a great weekend, New York City.",901,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/e35/164769049_771362237141186_1238440432857074178_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=Bsik0K92UvEAX-NKcwR&edm=ALQROFkBAAAA&ccb=7-4&oh=f67c0e358472a33d331f259e18b964f9&oe=6166DEA9&_nc_sid=30a2ef&ig_cache_key=MjUzODcwNzQwODkxNjAzNTg3MQ%3D%3D.2-ccb7-4,nycgov,,
104,Font Aqua Magenta Electric blue Pattern Illustration Graphics Circle Number Art,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/e35/164858193_1585458464986187_7172875931625124282_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=achIW87aY9EAX_Y-iPY&edm=ALQROFkBAAAA&ccb=7-4&oh=4409bc823ad9de7a363e4d463dba6dbf&oe=616751D2&_nc_sid=30a2ef&ig_cache_key=MjUzODA4ODk2MTkxMTY4MTg2MQ%3D%3D.2-ccb7-4,Happy Passover to all who are celebrating! We hope you can enjoy old traditions while keeping each other safe.,160,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/e35/164858193_1585458464986187_7172875931625124282_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=achIW87aY9EAX_Y-iPY&edm=ALQROFkBAAAA&ccb=7-4&oh=4409bc823ad9de7a363e4d463dba6dbf&oe=616751D2&_nc_sid=30a2ef&ig_cache_key=MjUzODA4ODk2MTkxMTY4MTg2MQ%3D%3D.2-ccb7-4,nycgov,,
105,Gesture Eyewear Luggage and bags Street fashion Hat Event Tie Suit Crowd Entertainment,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/163284117_265777208363076_8626437361722707484_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=xBnz00bt0oAAX9CQsUR&edm=APU89FABAAAA&ccb=7-4&oh=5a7a1f7978f3fc443d604f0e5fccb1d9&oe=6165E551&_nc_sid=86f79a,"We’re back!

Today our high schoolers returned for in-person learning. All grades now officially have classroom learning and we’re launching an opt-in period this week to bring even more students back. This is what the gold standard looks like.",225,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/163284117_265777208363076_8626437361722707484_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=xBnz00bt0oAAX9CQsUR&edm=APU89FABAAAA&ccb=7-4&oh=5a7a1f7978f3fc443d604f0e5fccb1d9&oe=6165E551&_nc_sid=86f79a,nycgov,,
106,Flower Cloud Sky Plant Petal Body of water Natural landscape Fence Grass Morning,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/e35/161782700_112224807507562_6775541760080329355_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=72-WKIchLs8AX-vtVpt&edm=ALQROFkBAAAA&ccb=7-4&oh=c7c8373839a116180c1548cced5ca85a&oe=61662D39&_nc_sid=30a2ef&ig_cache_key=MjUzMzY3NjIwNDY5Mjk1NTgyNw%3D%3D.2-ccb7-4,"Happy first day of Spring, New York City! Brighter days ahead of us.",1126,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/e35/161782700_112224807507562_6775541760080329355_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=72-WKIchLs8AX-vtVpt&edm=ALQROFkBAAAA&ccb=7-4&oh=c7c8373839a116180c1548cced5ca85a&oe=61662D39&_nc_sid=30a2ef&ig_cache_key=MjUzMzY3NjIwNDY5Mjk1NTgyNw%3D%3D.2-ccb7-4,nycgov,,
107,Flower Petal Flag Candle Decoration Flower Arranging Rose Event Flag of the united states Magenta,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/e35/161728025_442483060363696_3951589452828338409_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=dAHAqivHAj0AX8H2k_n&edm=ALQROFkBAAAA&ccb=7-4&oh=ff6942a926c90325e0d8cb5f878fcdde&oe=61665B06&_nc_sid=30a2ef&ig_cache_key=MjUzMjQ2MjA0OTMzMTk3NDM0MA%3D%3D.2-ccb7-4,"Eight women are now gone because of hatred, racism, and misogyny.

New York City stands in solidarity with our Asian communities here and across the nation. Together we can fight white supremacy and ensure communities of color are empowered, protected, and supported.",370,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/e35/161728025_442483060363696_3951589452828338409_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=dAHAqivHAj0AX8H2k_n&edm=ALQROFkBAAAA&ccb=7-4&oh=ff6942a926c90325e0d8cb5f878fcdde&oe=61665B06&_nc_sid=30a2ef&ig_cache_key=MjUzMjQ2MjA0OTMzMTk3NDM0MA%3D%3D.2-ccb7-4,nycgov,,
108,Hair Cheek Chin Facial expression Happy Gesture Art Font Rectangle Pink,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/e35/161655090_773561346603657_7819204996805924283_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=NQtxzT-1mtYAX-z6ECm&edm=ALQROFkBAAAA&ccb=7-4&oh=2d65519003b5a754a2fcee87e28e92c7&oe=6166DA7D&_nc_sid=30a2ef&ig_cache_key=MjUzMTU2Njk1NTExMjMzNTI5MQ%3D%3D.2-ccb7-4,"We stand in solidarity with Asian communities in our city and our nation.

We cannot allow white supremacy to continue to terrorize communities of color across our country. We need to come together now to fight back against hatred, bigotry, and xenophobia.
#StopAsianHate",415,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/e35/161655090_773561346603657_7819204996805924283_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=NQtxzT-1mtYAX-z6ECm&edm=ALQROFkBAAAA&ccb=7-4&oh=2d65519003b5a754a2fcee87e28e92c7&oe=6166DA7D&_nc_sid=30a2ef&ig_cache_key=MjUzMTU2Njk1NTExMjMzNTI5MQ%3D%3D.2-ccb7-4,nycgov,,
109,Font Electric blue Terrestrial plant Circle Darkness Event Brand,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/e35/160287136_1613062372232411_871828519936067136_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=tn8SQcH-ALsAX9xudY2&edm=ALQROFkBAAAA&ccb=7-4&oh=50d9abadde29db0a7dc878f3e78a8378&oe=6165F50D&_nc_sid=30a2ef&ig_cache_key=MjUzMDkzMTk5MTI5OTYwNzc2Mw%3D%3D.2-ccb7-4,It's time to decriminalize sex workers in New York City and focus our enforcement on those who exploit them. Here's how.,157,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/e35/160287136_1613062372232411_871828519936067136_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=tn8SQcH-ALsAX9xudY2&edm=ALQROFkBAAAA&ccb=7-4&oh=50d9abadde29db0a7dc878f3e78a8378&oe=6165F50D&_nc_sid=30a2ef&ig_cache_key=MjUzMDkzMTk5MTI5OTYwNzc2Mw%3D%3D.2-ccb7-4,nycgov,,
110,Rectangle Fixture Font Signage Composite material Nameplate Room Sign Brand Paint,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/e35/161283484_4252589798126435_1686779850967632648_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=bI4rPcJRWv4AX8Bfl7v&edm=ALQROFkBAAAA&ccb=7-4&oh=2668d507416a0b9e452538944535d743&oe=616711D3&_nc_sid=30a2ef&ig_cache_key=MjUzMDIzNTk5MDA4NzU5NjE4MA%3D%3D.2-ccb7-4,"Ruth Bader Ginsburg ignited a fire that will never die.

We will continue to fight for equality and justice in her honor.",712,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/e35/161283484_4252589798126435_1686779850967632648_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=bI4rPcJRWv4AX8Bfl7v&edm=ALQROFkBAAAA&ccb=7-4&oh=2668d507416a0b9e452538944535d743&oe=616711D3&_nc_sid=30a2ef&ig_cache_key=MjUzMDIzNTk5MDA4NzU5NjE4MA%3D%3D.2-ccb7-4,nycgov,,
111,Atmosphere Sky Building Cloud Gesture Sunlight Dusk Sunset Natural landscape Sunrise,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/e35/159912568_111465454348813_3387745648566762569_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=-pGxXz82SOYAX-LS8IR&edm=APU89FABAAAA&ccb=7-4&oh=b44dca4d0da9d7768d9fe431db49e58f&oe=6161C90E&_nc_sid=86f79a,"One year ago today, our way of life changed forever. We endured a year that took our loved ones, our jobs, and our city as we knew it.

Now we will remember those we lost, the sacrifices that we made, and we will rebuild. Together.
#COVIDMemorial
Video by @androsesco
Narration by @nycsubwaywriter",432,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/e35/159912568_111465454348813_3387745648566762569_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=-pGxXz82SOYAX-LS8IR&edm=APU89FABAAAA&ccb=7-4&oh=b44dca4d0da9d7768d9fe431db49e58f&oe=6161C90E&_nc_sid=86f79a,nycgov,,
112,Water Building Skyscraper Sky Light Tower Electricity Tower block Cloud Cityscape,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/160256161_466903744451055_5404423801070166308_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=khfLGEmxJcoAX8o0_Tz&edm=APU89FABAAAA&ccb=7-4&oh=dde5962461042d0cb92236458dc813af&oe=6166AFE5&_nc_sid=86f79a,"Before we can move forward as a city, we need to remember what we endured and the loved ones we’ve lost throughout the COVID-19 crisis. 
#COVIDMemorial",2725,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/160256161_466903744451055_5404423801070166308_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=khfLGEmxJcoAX8o0_Tz&edm=APU89FABAAAA&ccb=7-4&oh=dde5962461042d0cb92236458dc813af&oe=6166AFE5&_nc_sid=86f79a,nycgov,,
113,Clock Font Alarm clock Electric blue Circle Screenshot Logo Number Rectangle Brand,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/e35/160258383_112995364151091_7884820257668014235_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=h2v0SKZ7YhkAX-gQxfg&edm=APU89FABAAAA&ccb=7-4&oh=024d59939c26c4973d46224721c773f5&oe=6161D617&_nc_sid=86f79a,"#DaylightSavingTime begins tonight! Get ready to spring ahead, #NYC!",146,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/e35/160258383_112995364151091_7884820257668014235_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=h2v0SKZ7YhkAX-gQxfg&edm=APU89FABAAAA&ccb=7-4&oh=024d59939c26c4973d46224721c773f5&oe=6161D617&_nc_sid=86f79a,nycgov,,
114,Blue Purple Font Rectangle Terrestrial plant Electric blue Crown Logo Magenta Symbol,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/e35/159975534_2859477607632038_8805522301201308349_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=paOWUyYePGIAX_7b-Lt&edm=APU89FABAAAA&ccb=7-4&oh=db229f865a5b1cda6f1dce196977ad8c&oe=6161B1D0&_nc_sid=86f79a,"On Sunday, March 14, we will remember those we lost to COVID-19 together as a city.

Join us virtually.
Go to the link in our bio to submit a photo of your loved one to be included in the memorial.",115,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/e35/159975534_2859477607632038_8805522301201308349_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=paOWUyYePGIAX_7b-Lt&edm=APU89FABAAAA&ccb=7-4&oh=db229f865a5b1cda6f1dce196977ad8c&oe=6161B1D0&_nc_sid=86f79a,nycgov,,
115,Water Sky Body of water Lighting Orange Lake Travel Morning City Horizon,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/e35/158728630_464862451530554_5148468250784181927_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=LSdCrIgmlVwAX8F4Yqz&edm=ALQROFkBAAAA&ccb=7-4&oh=c130ff3123c61ca3d805c02b9bd1f266&oe=6165B452&_nc_sid=30a2ef&ig_cache_key=MjUyNTE3ODA0NzQxMTYyODM5Mg%3D%3D.2-ccb7-4,"Here's to the women fighting every day to build a fairer, stronger, more equitable city for all New Yorkers.
#InternationalWomensDay",325,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/e35/158728630_464862451530554_5148468250784181927_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=LSdCrIgmlVwAX8F4Yqz&edm=ALQROFkBAAAA&ccb=7-4&oh=c130ff3123c61ca3d805c02b9bd1f266&oe=6165B452&_nc_sid=30a2ef&ig_cache_key=MjUyNTE3ODA0NzQxMTYyODM5Mg%3D%3D.2-ccb7-4,nycgov,,
116,Blue Purple Font Rectangle Electric blue Crown Logo Magenta Symbol Graphics,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/e35/158476423_1430983893913399_6553323721824400556_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=HfPzkiU1Qu8AX__ALYS&edm=ALQROFkBAAAA&ccb=7-4&oh=595fe151a218ce22ca301778144ba106&oe=61660729&_nc_sid=30a2ef&ig_cache_key=MjUyNTAzNDgzMDUwOTQwMjMzOQ%3D%3D.2-ccb7-4,"March 14, 2021 will be one year from the first confirmed COVID-19 death in New York City. We will gather virtually to remember those we've lost, acknowledge the pain we've shared, and look forwards together.

Go to nyc.gov/COVIDMemorial to submit a photo of a loved one.",214,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/e35/158476423_1430983893913399_6553323721824400556_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=HfPzkiU1Qu8AX__ALYS&edm=ALQROFkBAAAA&ccb=7-4&oh=595fe151a218ce22ca301778144ba106&oe=61660729&_nc_sid=30a2ef&ig_cache_key=MjUyNTAzNDgzMDUwOTQwMjMzOQ%3D%3D.2-ccb7-4,nycgov,,
117,Water Skyscraper Building Sky Tower Condominium Tower block Cityscape Commercial building Real estate,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/e35/158587740_1265356880524780_2677217870514646411_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=ihTZm0-TSZoAX98Ki2r&edm=ALQROFkBAAAA&ccb=7-4&oh=a70c4c1b48909921931d4219501f356b&oe=61656D1F&_nc_sid=30a2ef&ig_cache_key=MjUyNDQwODAwOTI2ODM4MzAxOQ%3D%3D.2-ccb7-4,"Better days are on the horizon, New York City. Keep the faith.",1314,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/e35/158587740_1265356880524780_2677217870514646411_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=ihTZm0-TSZoAX98Ki2r&edm=ALQROFkBAAAA&ccb=7-4&oh=a70c4c1b48909921931d4219501f356b&oe=61656D1F&_nc_sid=30a2ef&ig_cache_key=MjUyNDQwODAwOTI2ODM4MzAxOQ%3D%3D.2-ccb7-4,nycgov,,
118,Brown Sky Building Skyscraper Daytime Property Window Cloud Fixture Infrastructure,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/e35/157289543_426023035137243_1801589181455569658_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=Dyx18DRjPvkAX_xuSGX&edm=ALQROFkBAAAA&ccb=7-4&oh=9cb79ab95140169fd6dbc654263fb6d9&oe=6165E079&_nc_sid=30a2ef&ig_cache_key=MjUyMzY4NzQwNTQzNDk2MjcwNw%3D%3D.2-ccb7-4,Beautiful even on the coldest days.,1091,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/e35/157289543_426023035137243_1801589181455569658_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=Dyx18DRjPvkAX_xuSGX&edm=ALQROFkBAAAA&ccb=7-4&oh=9cb79ab95140169fd6dbc654263fb6d9&oe=6165E079&_nc_sid=30a2ef&ig_cache_key=MjUyMzY4NzQwNTQzNDk2MjcwNw%3D%3D.2-ccb7-4,nycgov,,
119,Joint Human body Gesture Elbow Comfort Thumb Knee Wrist Human leg Cap,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/158370289_927459694690311_649317373662780824_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=lEKEdm9jk8AAX-Jk7Xa&edm=APU89FABAAAA&ccb=7-4&oh=2a90cce9d44da2ac29d73e0a1e739d0b&oe=6165DF5A&_nc_sid=86f79a,"The Co-Op City vaccination site is OPEN, bringing fast protection to the people of the Bronx. 

With a full supply, this site will vaccinate 1,000 residents a day. This is one of the ways we're ensuring a fair recovery for all of us.",219,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/158370289_927459694690311_649317373662780824_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=lEKEdm9jk8AAX-Jk7Xa&edm=APU89FABAAAA&ccb=7-4&oh=2a90cce9d44da2ac29d73e0a1e739d0b&oe=6165DF5A&_nc_sid=86f79a,nycgov,,
120,World Human body Organism Font Line Red Crowd Art Event Electric blue,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/e35/154795623_1780310032147607_8568519134766813069_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=DqBPBM2YpDgAX8eV9vX&edm=ALQROFkBAAAA&ccb=7-4&oh=4c865f69b59abecf7451fd80c4f1bfd2&oe=616749A6&_nc_sid=30a2ef&ig_cache_key=MjUxOTk1MjQ3MDExNTE5MzQwNg%3D%3D.2-ccb7-4,"Happy #WomensHistoryMonth!

Here's to the leaders, the trailblazers, the rule-breakers, and the dreamers who paved the way for our city, state, and nation.",219,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/e35/154795623_1780310032147607_8568519134766813069_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=DqBPBM2YpDgAX8eV9vX&edm=ALQROFkBAAAA&ccb=7-4&oh=4c865f69b59abecf7451fd80c4f1bfd2&oe=616749A6&_nc_sid=30a2ef&ig_cache_key=MjUxOTk1MjQ3MDExNTE5MzQwNg%3D%3D.2-ccb7-4,nycgov,,
121,Hair Facial expression Gesture Font Happy Poster Magenta Art Electric blue Illustration,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/e35/154897830_899136250907315_7632565948806042914_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=PjQ_vMe0c54AX-0HVIy&edm=ALQROFkBAAAA&ccb=7-4&oh=e8d9d045387e3d19065d86034061c673&oe=61656E53&_nc_sid=30a2ef&ig_cache_key=MjUxODQ4MTk1MjczNjM3NDc3Ng%3D%3D.2-ccb7-4,"Mask up and have a great Saturday, New York City!",242,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/e35/154897830_899136250907315_7632565948806042914_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=PjQ_vMe0c54AX-0HVIy&edm=ALQROFkBAAAA&ccb=7-4&oh=e8d9d045387e3d19065d86034061c673&oe=61656E53&_nc_sid=30a2ef&ig_cache_key=MjUxODQ4MTk1MjczNjM3NDc3Ng%3D%3D.2-ccb7-4,nycgov,,
122,Coat Sleeve Gesture Hearing Spokesperson Blazer Microphone White-collar worker Event Official,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/154805826_437012844303557_663072649121770245_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=ho_DAV--44oAX_BpcFd&tn=yqd88YnCcPL5hd0N&edm=APU89FABAAAA&ccb=7-4&oh=beed9b39c47e7a66c166799fdbbda5e2&oe=6165E751&_nc_sid=86f79a,".@NYCMayor appoints Meisha Porter as Chancellor of @NYCSchools as @DOEChancellor Carranza departs.

Swipe ⬅️ to read more!",198,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/154805826_437012844303557_663072649121770245_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=ho_DAV--44oAX_BpcFd&tn=yqd88YnCcPL5hd0N&edm=APU89FABAAAA&ccb=7-4&oh=beed9b39c47e7a66c166799fdbbda5e2&oe=6165E751&_nc_sid=86f79a,nycgov,,
123,Triangle Art Font Emblem Star Symmetry Pattern Symbol Circle Graphics,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/e35/154348788_2883936158518845_6919559456257220618_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=4TJIFXYFrtUAX9Qo4rP&edm=ALQROFkBAAAA&ccb=7-4&oh=23f42e5b8c77daa46e944af523fc5b86&oe=61668F06&_nc_sid=30a2ef&ig_cache_key=MjUxNzI4NzAzMzE4MzI2OTQxNA%3D%3D.2-ccb7-4,"Happy Purim, NYC!

Have a healthy and happy holiday — Purim sameach!",260,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/e35/154348788_2883936158518845_6919559456257220618_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=4TJIFXYFrtUAX9Qo4rP&edm=ALQROFkBAAAA&ccb=7-4&oh=23f42e5b8c77daa46e944af523fc5b86&oe=61668F06&_nc_sid=30a2ef&ig_cache_key=MjUxNzI4NzAzMzE4MzI2OTQxNA%3D%3D.2-ccb7-4,nycgov,,
124,World Building Blue Water Font Window Wall Facade People City,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/154352547_277221090423047_6777395658151602075_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=7srC2y8sXHcAX_vQ3q4&tn=yqd88YnCcPL5hd0N&edm=APU89FABAAAA&ccb=7-4&oh=29bc39109d35722d1462567868a7d470&oe=6166B71D&_nc_sid=86f79a,"Today we’re welcoming our 6th-8th graders back to @NYCSchools buildings for in-person learning!

We’re ready to provide safe classroom instruction for our middle schoolers.",186,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/154352547_277221090423047_6777395658151602075_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=7srC2y8sXHcAX_vQ3q4&tn=yqd88YnCcPL5hd0N&edm=APU89FABAAAA&ccb=7-4&oh=29bc39109d35722d1462567868a7d470&oe=6166B71D&_nc_sid=86f79a,nycgov,,
